ID,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,COUNTY
3665,Brokered by LoHo Realty Inc,Co-op for sale,1995000,4,2,2184.207862,"453 FDR Dr c803, New York, NY 10002, USA",40.7129113,-73.9781415,New York County
3666,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,250000,3,1,2184.207862,"5128 30th Ave. #5b, Woodside, NY 11377, USA",40.7593913,-73.9054195,Queens County
3667,Brokered by Home Source Realty Inc,House for sale,845000,4,2,2184.207862,"202-08 100th Ave, Jamaica, NY 11423, USA",40.7108416,-73.7572751,Queens County
3668,Brokered by Housebiz Realty Inc.,Multi-family home for sale,915000,8,3,1896.0,"2120 Newbold Ave, Bronx, NY 10462, USA",40.8329348,-73.8535075,Bronx County
3669,Brokered by All American Realty Management,Condo for sale,599888,1,1,826.0,"43-33 48th St, Long Island City, NY 11104, USA",40.7436341,-73.916415,Queens County
3670,Brokered by E Realty International Corp,Co-op for sale,325000,2,1,2184.207862,"99-30 59th Ave l1, Corona, NY 11368, USA",40.7373584,-73.8574251,Queens County
3671,Brokered by Bold Realty Corp,Townhouse for sale,999000,4,2,2184.207862,"30 Cedar St, Brooklyn, NY 11221, USA",40.6964448,-73.9283241,Kings County
3672,Brokered by E Realty International Corp,Condo for sale,688000,3,2,982.0,"844 50th St #5a, Brooklyn, NY 11220, USA",40.6403284,-74.0028134,Kings County
3673,Brokered by COMPASS,House for sale,950000,3,2,1308.0,"133 W 195th St, Bronx, NY 10468, USA",40.8704967,-73.9011805,Bronx County
3674,Brokered by Coldwell Banker American Homes,Co-op for sale,249000,1,1,750.0,"99-60 63rd Rd #9b, Rego Park, NY 11374, USA",40.7326518,-73.8546547,Queens County
3675,Brokered by Spire Group Inc.- Main Office,Co-op for sale,465000,1,1,2184.207862,"444 E 52nd St #6e, New York, NY 10022, USA",40.754143,-73.963502,New York County
3676,Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2499000,7,8,3700.0,"444 78th St, Brooklyn, NY 11209, USA",40.6278319,-74.024872,Kings County
3677,Brokered by E Realty International Corp,Condo for sale,409000,1,1,559.0,"13218 Avery Ave #3d, Flushing, NY 11355, USA",40.7523131,-73.8324302,Queens County
3678,Brokered by United Real Estate Fortune,Condo for sale,630000,2,2,750.0,"142-25 37th Ave #6b, Flushing, NY 11354, USA",40.7627502,-73.8267096,Queens County
3679,Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2499000,7,8,3700.0,"444 78th St, Brooklyn, NY 11209, USA",40.6278319,-74.024872,Kings County
3680,Brokered by Bedford Brownstone Realty LLC,Condo for sale,874000,2,2,915.0,"139 Grove St #4f, Brooklyn, NY 11221, USA",40.694352,-73.919978,Kings County
3681,Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,4995000,4,4,2184.207862,"30 E 76th St, New York, NY 10021, USA",40.774136,-73.96342,New York County
3682,Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,875000,2,2,2184.207862,"114 E 90th St #1d, New York, NY 10128, USA",40.7821142,-73.9544199,New York County
3683,Brokered by Brown Harris Stevens,Co-op for sale,975000,2,2,2184.207862,"255 West End Ave Apt 7a, New York, NY 10023, USA",40.7795544,-73.9848893,New York County
3684,Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,5975000,12,4,2184.207862,"24 Fiske Pl, Brooklyn, NY 11215, USA",40.6719889,-73.9755419,Kings County
3685,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,475000,3,1,2184.207862,"626 W 136th St #4, New York, NY 10031, USA",40.8211783,-73.956073,New York County
3686,"Brokered by Nest Seekers International, Midtown",Co-op for sale,975000,1,1,2184.207862,"677 West End Ave #13c, New York, NY 10025, USA",40.7933309,-73.9749909,New York County
3687,Brokered by Ny Superior Realty,House for sale,1548000,9,4,2184.207862,"104-14 37th Ave, Flushing, NY 11368, USA",40.7534193,-73.8628811,Queens County
3688,Brokered by Big Team Realty,Co-op for sale,175000,1,1,627.0,"164-20 Highland Ave #9d, Jamaica, NY 11432, USA",40.7101573,-73.7988498,Queens County
3689,Brokered by Douglas Elliman - 1995 Broadway,Condo for sale,3000000,1,2,1600.0,"90 Furman St Apt N-810, Brooklyn, NY 11201, USA",40.7015519,-73.995867,Kings County
3690,Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,2400000,1,2,1427.0,"15 W 53rd St #14g, New York, NY 10019, USA",40.7613258,-73.9774014,New York County
3691,Brokered by B Square Realty,House for sale,988000,4,4,2184.207862,"29-26 211th St, Flushing, NY 11360, USA",40.7736469,-73.777944,Queens County
3692,Brokered by EXP Realty,Co-op for sale,299999,1,1,850.0,"6909 108th St Apt 312, Forest Hills, NY 11375, USA",40.7249599,-73.84549,Queens County
3693,Brokered by BESMATCH REAL ESTATE,Co-op for sale,120000,2,1,1100.0,"757 E 169th St #2a, Bronx, NY 10456, USA",40.8310613,-73.8998364,Bronx County
3694,Brokered by COMPASS,Condo for sale,1995000,3,2,1376.0,"128 W 26th St Fl 3, New York, NY 10001, USA",40.7451522,-73.9927778,New York County
3695,Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1400000,3,2,1625.0,"133 Beach 116th St, Rockaway Park, NY 11694, USA",40.5783596,-73.8365039,Queens County
3696,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,670000,1,1,2184.207862,"400 E 59th St #16b, New York, NY 10022, USA",40.7593483,-73.9617192,New York County
3697,Brokered by Realty Trends Corp,House for sale,1499000,5,4,3200.0,"6416 Beach Front Rd, Far Rockaway, NY 11692, USA",40.5883964,-73.7934995,Queens County
3698,Brokered by Katz Realty,House for sale,1200000,4,2,2173.0,"16 Monroe Pl, Staten Island, NY 10314, USA",40.5995725,-74.1264046,Richmond County
3699,Brokered by Coldwell Banker Reliable Real Estate,Multi-family home for sale,3299000,5,3,2184.207862,"180 Clermont Ave, Brooklyn, NY 11205, USA",40.6923306,-73.9709219,Kings County
3700,Brokered by R New York,Multi-family home for sale,2500000,7,4,2660.0,"439 E 116th St, New York, NY 10029, USA",40.7956068,-73.9338581,New York County
3701,Brokered by RE MAX Edge,House for sale,799000,3,2,2184.207862,"935 E 32nd St, Brooklyn, NY 11210, USA",40.6284586,-73.9450168,Kings County
3702,Brokered by Chase Real Properties Llc,House for sale,715000,4,2,1866.0,"405 Turneur Ave, Bronx, NY 10473, USA",40.8151628,-73.8462531,Bronx County
3703,Brokered by Corcoran Westside Columbus,Condo for sale,925000,2,2,1033.0,"77 E 110th St #6a, New York, NY 10029, USA",40.7958546,-73.9464985,New York County
3704,Brokered by Exp Realty,Multi-family home for sale,750000,5,3,3327.0,"4251 Carpenter Ave, Bronx, NY 10466, USA",40.8959505,-73.859572,Bronx County
3705,Brokered by COMPASS REALTY CENTRAL INC,Multi-family home for sale,1560000,5,2,2184.207862,"1919 67th St, Brooklyn, NY 11204, USA",40.6165009,-73.9885469,Kings County
3706,Brokered by COMPASS,Co-op for sale,4650000,3,3,2184.207862,"340 E 72nd St, New York, NY 10021, USA",40.7680852,-73.9572619,New York County
3707,Brokered by CENTURY 21 Metro-Star,Multi-family home for sale,1100000,8,3,3312.0,"2138 Gleason Ave, Bronx, NY 10462, USA",40.8315252,-73.8525427,Bronx County
3708,Brokered by Douglas Elliman - Bayside,Pending,780000,3,2,1900.0,"250-38 39th Rd, Flushing, NY 11363, USA",40.7742555,-73.7407295,Queens County
3709,Brokered by Douglas Elliman - 690 Washington,Co-op for sale,1199000,2,2,1000.0,"52 E 78th St #3c, New York, NY 10075, USA",40.775154,-73.962097,New York County
3710,Brokered by Serhant,Condo for sale,2850000,3,2,1912.0,"60 Broadway #8j, Brooklyn, NY 11249, USA",40.7102929,-73.9660133,Kings County
3711,Brokered by Corcoran West Side,Co-op for sale,530000,1,1,2184.207862,"16 Park Ave #8c, New York, NY 10007, USA",40.7478025,-73.9811899,New York County
3712,Brokered by Douglas Elliman - 575 Madison Ave,Pending,595000,1,1,2184.207862,"210 6th Ave #1g, New York, NY 10014, USA",40.7271763,-74.0030659,New York County
3713,Brokered by COMPASS,Co-op for sale,475000,2,1,2184.207862,"33-55 14th St #4a, Long Island City, NY 11106, USA",40.7640468,-73.934811,Queens County
3714,Brokered by EXIT ALL SEASONS REALTY,Multi-family home for sale,2700000,16,8,8000.0,"59 Newel St, Brooklyn, NY 11222, USA",40.7244706,-73.9473969,Kings County
3715,Brokered by Exp Realty,Multi-family home for sale,900000,8,5,2028.0,"99 W 163rd St, Bronx, NY 10452, USA",40.8322942,-73.9291697,Bronx County
3716,Brokered by Hometown Properties,House for sale,1049000,3,1,1683.0,"467 82nd St, Brooklyn, NY 11209, USA",40.6249039,-74.0253417,Kings County
3717,Brokered by Aida Home Realty,Multi-family home for sale,995000,7,5,2184.207862,"153-41 Sapphire St, Jamaica, NY 11414, USA",40.6642913,-73.8554975,Queens County
3718,Brokered by Hometown Properties,Co-op for sale,245000,1,1,550.0,"7200 Ridge Blvd #409, Brooklyn, NY 11209, USA",40.6339001,-74.0299973,Kings County
3719,"Brokered by MAXIMILLION REALTY, INC.",Condo for sale,695000,2,2,1080.0,"601 Surf Ave #8c, Brooklyn, NY 11224, USA",40.5754825,-73.9747644,Kings County
3720,Brokered by VYLLA Homes,Contingent,436000,2,1,912.0,"43 Purdy Pl, Staten Island, NY 10309, USA",40.5132319,-74.1952211,Richmond County
3721,Brokered by Winzone Realty Inc,Condo for sale,555000,2,1,2184.207862,"76-13 Ditmars Blvd, East Elmhurst, NY 11370, USA",40.7689132,-73.8929233,Queens County
3722,Brokered by Carollo Real Estate Inc,Multi-family home for sale,1250000,11,6,2184.207862,"10-41 115th St, Flushing, NY 11356, USA",40.787484,-73.8520832,Queens County
3723,Brokered by COMPASS,Co-op for sale,4950000,2,2,2184.207862,"1 W 67th St # 616, New York, NY 10023, USA",40.7731562,-73.9781993,New York County
3724,Brokered by Momentum Real Estate Llc,Multi-family home for sale,928000,3,4,1640.0,"223 43rd St, Brooklyn, NY 11232, USA",40.6527672,-74.0120752,Kings County
3725,Brokered by Realty Connect USA LLC,House for sale,725000,3,2,2184.207862,"11775 141st St, Jamaica, NY 11436, USA",40.6763934,-73.7998105,Queens County
3726,Brokered by EXP Realty,Pending,938000,2,2,1700.0,"66-43 Alderton St, Flushing, NY 11374, USA",40.7183478,-73.858704,Queens County
3727,Brokered by RE MAX Edge,Co-op for sale,199000,1,1,550.0,"2607 Avenue O #4a, Brooklyn, NY 11210, USA",40.614409,-73.9479665,Kings County
3728,Brokered by Lavilla Homes Inc,Multi-family home for sale,854000,6,2,2184.207862,"2671 Bainbridge Ave, Bronx, NY 10458, USA",40.8655935,-73.8916669,Bronx County
3729,Brokered by Excell Choice Realty,House for sale,1439000,4,2,2184.207862,"229 Monroe St, Brooklyn, NY 11216, USA",40.6857744,-73.9493686,Kings County
3730,Brokered by eXp Realty NYC,Contingent,389000,1,1,2184.207862,"152 E 83rd St #5d, New York, NY 10028, USA",40.777093,-73.956552,New York County
3731,Brokered by Douglas Elliman - 237 Smith St,Co-op for sale,475000,2,1,975.0,"2260 Benson Ave #1l, Brooklyn, NY 11214, USA",40.5989402,-73.9939759,Kings County
3732,Brokered by COMPASS,Condo for sale,815000,2,2,1000.0,"2652 E 18th St #2a, Brooklyn, NY 11235, USA",40.5869733,-73.9514755,Kings County
3733,Brokered by Bhuiyan Properties LLC,Condo for sale,474000,2,1,750.0,"848 43rd St Apt 22, Brooklyn, NY 11232, USA",40.6442712,-73.9986359,Kings County
3734,Brokered by COMPASS,Condo for sale,2350000,2,2,1572.0,"300 W 18th St #2, New York, NY 10011, USA",40.7422513,-74.0010561,New York County
3735,Brokered by Corcoran Westside Columbus,Co-op for sale,1325000,2,2,1250.0,"260 West End Ave #7a, New York, NY 10023, USA",40.779515,-73.9844714,New York County
3736,Brokered by Coldwell Banker Reliable,House for sale,6600000,8,5,5110.0,"160 E 105th St, New York, NY 10029, USA",40.7911493,-73.9463028,New York County
3737,Brokered by MNS,Co-op for sale,590000,2,1,800.0,"800 E 17th St #4a, Brooklyn, NY 11230, USA",40.6311681,-73.9610093,Kings County
3738,"Brokered by MAXIMILLION REALTY, INC.",Condo for sale,695000,2,2,1080.0,"601 Surf Ave #8c, Brooklyn, NY 11224, USA",40.5754825,-73.9747644,Kings County
3739,Brokered by COMPASS,Condo for sale,610000,1,1,673.0,"21 South End Ave APT 435, New York, NY 10280, USA",40.7082816,-74.0180413,New York County
3740,Brokered by Douglas Elliman - Bayside,Pending,1238000,3,2,1550.0,"44-11 192nd St, Flushing, NY 11358, USA",40.7561033,-73.7889919,Queens County
3741,Brokered by Keller Williams Rlty Landmark,Multi-family home for sale,789000,4,2,2184.207862,"941 E 46th St, Brooklyn, NY 11203, USA",40.6382091,-73.9325492,Kings County
3742,Brokered by RE/MAX Elite,Contingent,699888,3,2,1870.0,"94 Lorrain Ave, Staten Island, NY 10312, USA",40.541476,-74.174618,Richmond County
3743,Brokered by Lavilla Homes Inc,Multi-family home for sale,854000,6,2,2184.207862,"2671 Bainbridge Ave, Bronx, NY 10458, USA",40.8655935,-73.8916669,Bronx County
3744,"Brokered by Nest Seekers International, Midtown",Condo for sale,1299000,1,2,1066.0,"117 E 57th St APT 34F, New York, NY 10022, USA",40.7617181,-73.969764,New York County
3745,Brokered by Ozana Realty Group,House for sale,632000,4,2,1496.0,"40 Princeton Ln, Staten Island, NY 10312, USA",40.5533858,-74.1974018,Richmond County
3746,Brokered by Olam Realty Group,Co-op for sale,499000,2,1,2184.207862,"67-66 108th St, Forest Hills, NY 11375, USA",40.7272034,-73.8471901,Queens County
3747,Brokered by Ozana Realty Group,House for sale,632000,4,2,1496.0,"40 Princeton Ln, Staten Island, NY 10312, USA",40.5533858,-74.1974018,Richmond County
3748,NoBroker,Pending,895000,2,1,2184.207862,"365 W 20th St Apt 9b, New York, NY 10011, USA",40.7443407,-74.0016248,New York County
3749,Brokered by Brown Harris Stevens - 129 Montague Street,Condo for sale,800000,2,1,850.0,"1240 Bedford Ave #1f, Brooklyn, NY 11216, USA",40.6813996,-73.9537521,Kings County
3750,Brokered by COMPASS,Condo for sale,725000,1,1,696.0,"190 Lefferts Pl APT 5, Brooklyn, NY 11238, USA",40.6802147,-73.9567445,Kings County
3751,Brokered by COMPASS,Co-op for sale,349500,1,1,900.0,"11139 76th Rd Apt F7, Forest Hills, NY 11375, USA",40.7157399,-73.83672,Queens County
3752,Brokered by Corcoran Westside Columbus,Co-op for sale,625000,2,1,2184.207862,"2790 Broadway #5a, New York, NY 10025, USA",40.8025988,-73.9673459,New York County
3753,Brokered by Richmont Realty,Multi-family home for sale,1090000,5,3,2184.207862,"22-08 Greene Ave, Flushing, NY 11385, USA",40.7110433,-73.9060792,Queens County
3754,Brokered by Winzone Realty Inc,Multi-family home for sale,1348000,6,3,2184.207862,"112-18 38th Ave, Flushing, NY 11368, USA",40.7535493,-73.8547131,Queens County
3755,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2975000,3,2,2184.207862,"829 Park Ave #11b, New York, NY 10021, USA",40.7733572,-73.961686,New York County
3756,Brokered by Winzone Realty Inc,Co-op for sale,280000,1,1,2184.207862,"42-42 Colden St #622, Flushing, NY 11355, USA",40.7533266,-73.8265256,Queens County
3757,Brokered by Douglas Elliman - Franklin Square,Co-op for sale,259000,1,1,2184.207862,"89-20 55th Ave Apt 1U, Elmhurst, NY 11373, USA",40.7365072,-73.8733466,Queens County
3758,Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,550000,3,1,446.0,"205 E 68th St #3d, New York, NY 10065, USA",40.7670912,-73.9616292,New York County
3759,Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,12495000,4,3,2184.207862,"7 Bond St, New York, NY 10012, USA",40.7265745,-73.9945558,New York County
3760,Brokered by Corcoran Park Slope,Multi-family home for sale,4800000,5,6,2184.207862,"206 Vanderbilt Ave, Brooklyn, NY 11205, USA",40.6912637,-73.9696573,Kings County
3761,Brokered by Platinum Star Realty of Grt NY,Co-op for sale,398000,3,1,1000.0,"141-10 25th Rd #4b, Flushing, NY 11354, USA",40.7756728,-73.827111,Queens County
3762,Brokered by Brown Harris Stevens - 129 Montague Street,Co-op for sale,385000,1,1,2184.207862,"8701 Shore Rd Apt 432, Brooklyn, NY 11209, USA",40.6249201,-74.0404698,Kings County
3763,Brokered by RE/MAX 2000,Multi-family home for sale,1325000,9,3,2184.207862,"37 Sheridan Ave, Brooklyn, NY 11208, USA",40.6817405,-73.8676128,Kings County
3764,Brokered by Ditommaso Real Estate,House for sale,968000,3,2,2845.0,"107 McVeigh Ave, Staten Island, NY 10314, USA",40.588988,-74.1530581,Richmond County
3765,Brokered by E Realty International Corp,Co-op for sale,350000,1,1,2184.207862,"61-15 97th St #12d, Rego Park, NY 11374, USA",40.7337965,-73.8620837,Queens County
3766,Brokered by COMPASS,Pending,2750000,3,4,2900.0,"171 W 57th St APT 11A, New York, NY 10019, USA",40.7656355,-73.9795713,New York County
3767,Brokered by Winzone Realty Inc,Condo for sale,498000,1,1,785.0,"64-48 Booth St #1e, Rego Park, NY 11374, USA",40.7275115,-73.86069,Queens County
3768,Brokered by COMPASS,Townhouse for sale,1675000,5,2,2100.0,"841 Willoughby Ave, Brooklyn, NY 11221, USA",40.6957069,-73.9344472,Kings County
3769,Brokered by CARINI GROUP - CARINI GROUP,Co-op for sale,525000,3,1,2184.207862,"111 4th Ave #12a, New York, NY 10003, USA",40.7324146,-73.9898491,New York County
3770,Brokered by RE MAX Edge,Co-op for sale,280000,1,1,850.0,"2940 Ocean Ave Apt A7, Brooklyn, NY 11235, USA",40.5895139,-73.9497416,Kings County
3771,Brokered by Akcess24homes Inc,House for sale,849000,4,2,2184.207862,"120-09 Linden Blvd, Jamaica, NY 11420, USA",40.6793288,-73.8192101,Queens County
3772,"Brokered by Michael A. Kaufman, Licensed Real Estate Broker",Condo for sale,1250000,1,1,855.0,"389 E 89th St #15a, New York, NY 10128, USA",40.7791164,-73.9482901,New York County
3773,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Condo for sale,359999,3,2,2184.207862,"753B St Ann's Ave #52B, Bronx, NY 10456, USA",40.8203804,-73.9109368,Bronx County
3774,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,2184.207862,"21-16 35th St #1b, Astoria, NY 11105, USA",40.7763731,-73.9073075,Queens County
3775,Brokered by COMPASS,Co-op for sale,3995000,3,2,2184.207862,"22 E 18th St #4a, New York, NY 10003, USA",40.7379419,-73.9907264,New York County
3776,Brokered by Get Listed Get Sold NYC,Multi-family home for sale,1499000,6,4,3450.0,"91 Alter Ave, Staten Island, NY 10304, USA",40.5922552,-74.0972237,Richmond County
3777,Brokered by R New York,Condo for sale,2649000,3,3,1699.0,"330 E 38th St APT 41F, New York, NY 10016, USA",40.7463283,-73.972718,New York County
3778,Brokered by Community Home Sales Inc,Condo for sale,385000,2,1,919.0,"12205 Flatlands Ave #3h, Brooklyn, NY 11207, USA",40.6543591,-73.8837899,Kings County
3779,Brokered by COMPASS,Co-op for sale,695000,1,1,2184.207862,"205 W 54th St #5b, New York, NY 10019, USA",40.7640805,-73.9818551,New York County
3780,"Brokered by Erealty Advisors, Inc",Multi-family home for sale,1799000,7,2,4140.0,"1746 Anthony Ave, Bronx, NY 10457, USA",40.8451935,-73.9036716,Bronx County
3781,Brokered by Ldm Real Estate Llc,Pending,1688000,4,3,2880.0,"13-07 157th St, Flushing, NY 11357, USA",40.7897224,-73.8045254,Queens County
3782,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Condo for sale,359999,3,2,2184.207862,"753B St Ann's Ave #52B, Bronx, NY 10456, USA",40.8203804,-73.9109368,Bronx County
3783,Brokered by Gibbs Yvonne,Co-op for sale,179000,1,1,600.0,"2913 Foster Ave #2f, Brooklyn, NY 11210, USA",40.6387293,-73.9490472,Kings County
3784,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,2184.207862,"21-16 35th St #1b, Astoria, NY 11105, USA",40.7763731,-73.9073075,Queens County
3785,Brokered by COMPASS,Condo for sale,2100000,3,3,1638.0,"231-235 E 55th St # 43b, New York, NY 10022, USA",40.7585686,-73.9669708,New York County
3786,Brokered by Dreamlife Realty New York Llc,Co-op for sale,323000,1,1,800.0,"2400 E 3rd St Apt 228, Brooklyn, NY 11223, USA",40.5911414,-73.9676771,Kings County
3787,Brokered by Douglas Elliman - Long Island City,Condo for sale,880000,1,1,713.0,"44-15 Purves St, Long Island City, NY 11101, USA",40.747145,-73.9408974,Queens County
3788,Brokered by Corcoran Chelsea/Flatiron,Condo for sale,1500000,2,2,1334.0,"50 W 127th St, New York, NY 10027, USA",40.8084181,-73.9433027,New York County
3789,Brokered by Corcoran West Side,Co-op for sale,425000,3,1,2184.207862,"150 E 61st St #5k, New York, NY 10065, USA",40.7631119,-73.9668867,New York County
3790,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2175000,4,4,2184.207862,"132 E 35th St #16h, New York, NY 10016, USA",40.7468058,-73.9797483,New York County
3791,"Brokered by Silversons Realty, LLC",Co-op for sale,1296000,2,2,1200.0,"515 E 79th St #6a, New York, NY 10075, USA",40.7709564,-73.9487946,New York County
3792,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,3395000,4,3,3111.0,"129 W 70th St Apt 1a, New York, NY 10023, USA",40.7763812,-73.9800135,New York County
3793,Brokered by Bergen Basin Realty Llc,Co-op for sale,450000,2,1,1100.0,"2675 Ocean Ave #3b, Brooklyn, NY 11229, USA",40.595967,-73.9504018,Kings County
3794,Brokered by ROCKAWAY PROPERTIES,Condo for sale,649000,3,2,1770.0,"10306 Rockaway Beach Blvd #3c, Rockaway Park, NY 11694, USA",40.5838274,-73.8243138,Queens County
3795,Brokered by Douglas Elliman - 140 Franklin,Pending,1295000,2,2,2000.0,"130 W 26th St Apt 3, New York, NY 10001, USA",40.7450475,-73.9923569,New York County
3796,Brokered by Corcoran SoHo,Pending,1775000,2,2,2184.207862,"21 Monroe Pl #3f, Brooklyn, NY 11201, USA",40.6965907,-73.9926789,Kings County
3797,Brokered by Amerihomes Realty Of Ny Inc,Co-op for sale,265000,2,1,900.0,"2461 E 29th St #3f, Brooklyn, NY 11235, USA",40.5920038,-73.9410354,Kings County
3798,Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,3595000,2,2,2184.207862,"15 W 61st St #22b, New York, NY 10023, USA",40.7701937,-73.9829177,New York County
3799,Brokered by Olam Realty Group,Pending,769000,2,2,2184.207862,"102-42 63rd Ave, Forest Hills, NY 11375, USA",40.7339071,-73.8535727,Queens County
3800,Brokered by Pantiga Group Inc.,Multi-family home for sale,1350000,9,3,3318.0,"307 E 162nd St, Bronx, NY 10451, USA",40.8262094,-73.9164423,Bronx County
3801,Brokered by First Class Realty Enterprises,Multi-family home for sale,797777,4,2,2184.207862,"11763 140th St, Jamaica, NY 11436, USA",40.6764388,-73.8008604,Queens County
3802,Brokered by Douglas Elliman - Franklin Square,Pending,680000,4,2,1536.0,"135-30 94th St, Jamaica, NY 11417, USA",40.6729488,-73.8425151,Queens County
3803,Brokered by Pin It Realty Llc,House for sale,549000,4,2,2184.207862,"10-18 Beach 22nd St, Far Rockaway, NY 11691, USA",40.6027057,-73.7548417,Queens County
3804,Brokered by REO FIRST CHOICE REALTY LLC,House for sale,749000,3,2,1400.0,"4593 Kings Hwy, Brooklyn, NY 11234, USA",40.6306818,-73.9325033,Kings County
3805,Brokered by RE MAX Real Estate Professionals,Co-op for sale,398000,3,1,900.0,"1953 65th St #3a, Brooklyn, NY 11204, USA",40.617177,-73.986447,Kings County
3806,Brokered by EXP Realty,Condo for sale,680000,2,2,847.0,"90-20 55th Ave #4a, Elmhurst, NY 11373, USA",40.7367106,-73.8722089,Queens County
3807,Brokered by COMPASS,Co-op for sale,499000,2,1,2184.207862,"3447 82nd St Apt 1, Jackson Heights, NY 11372, USA",40.7537299,-73.88503,Queens County
3808,Brokered by Dwell Residential,Townhouse for sale,2250000,4,2,1360.0,"571 17th St, Brooklyn, NY 11218, USA",40.6568189,-73.9795706,Kings County
3809,Brokered by COMPASS,Pending,550000,3,2,1520.0,"9 Zoe St, Staten Island, NY 10305, USA",40.5878221,-74.097086,Richmond County
3810,Brokered by Corcoran Park Slope,Pending,2650000,5,2,2500.0,"64 East 86th St #10b, New York, NY 10028, USA",40.7804508,-73.9582141,New York County
3811,Brokered by Corcoran SoHo,House for sale,7188000,3,3,4108.0,"60 Warren St FL 3, New York, NY 10007, USA",40.7150155,-74.0093372,New York County
3812,Brokered by Avenues - Headquarters,Townhouse for sale,1500000,14,7,6375.0,"797 Fairmount Pl, Bronx, NY 10460, USA",40.8426571,-73.8884167,Bronx County
3813,Brokered by Keller Williams NYC,Co-op for sale,999000,1,1,2184.207862,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",40.6698886,-73.9726587,Kings County
3814,Brokered by E Realty International Corp,Condo for sale,799000,2,2,868.0,"214-11 35th Ave #3a, Bayside, NY 11361, USA",40.7696789,-73.772159,Queens County
3815,Brokered by COMPASS,Co-op for sale,940000,2,1,2184.207862,"401 E 74th St #14a, New York, NY 10021, USA",40.7689684,-73.9543121,New York County
3816,Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,3460000,2,2,2484.0,"168 Plymouth St, Brooklyn, NY 11201, USA",40.7037221,-73.9870968,Kings County
3817,Brokered by COMPASS,Condo for sale,1395000,2,2,2184.207862,"233 East 86th St #14c, New York, NY 10028, USA",40.778484,-73.9524912,New York County
3818,Brokered by Joseph Baratta & Company Realty,House for sale,629000,3,2,1575.0,"3312 Paulding Ave, Bronx, NY 10469, USA",40.8734881,-73.8582333,Bronx County
3819,Brokered by Keller Williams NYC,Co-op for sale,999000,1,1,2184.207862,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",40.6698886,-73.9726587,Kings County
3820,Brokered by Avenues - Headquarters,Townhouse for sale,1500000,14,7,6375.0,"797 Fairmount Pl, Bronx, NY 10460, USA",40.8426571,-73.8884167,Bronx County
3821,Brokered by COMPASS,Co-op for sale,940000,2,1,2184.207862,"401 E 74th St #14a, New York, NY 10021, USA",40.7689684,-73.9543121,New York County
3822,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2995000,3,4,2184.207862,"24 Central Park S # 3e, New York, NY 10019, USA",40.7703005,-73.9804715,New York County
3823,Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2750000,2,2,2184.207862,"1 E 66th St #2a, New York, NY 10065, USA",40.7687082,-73.9694439,New York County
3824,Brokered by COMPASS,Townhouse for sale,1100000,9,3,3944.0,"1829 Topping Ave, Bronx, NY 10457, USA",40.8473585,-73.9057344,Bronx County
3825,Brokered by COMPASS,Co-op for sale,1395000,2,2,2184.207862,"45 E 72nd St #8b, New York, NY 10021, USA",40.7716485,-73.9646206,New York County
3826,"Brokered by BEN BAY REALTY, CO.",Pending,599000,3,3,1392.0,"245 Doane Ave, Staten Island, NY 10308, USA",40.5556599,-74.1550879,Richmond County
3827,Brokered by COMPASS,Condo for sale,1395000,2,2,2184.207862,"233 East 86th St #14c, New York, NY 10028, USA",40.778484,-73.9524912,New York County
3828,Brokered by Crifasi Real Estate Inc,Multi-family home for sale,1049000,6,2,2184.207862,"75-21 67th Rd, Flushing, NY 11379, USA",40.7124648,-73.8767192,Queens County
3829,Brokered by Corcoran East Side,Condo for sale,4250000,2,2,1778.0,"15 Hudson Yards #34a, New York, NY 10001, USA",40.7537586,-74.003221,New York County
